Participant,Cluster - MMHC (category),Cluster - MMHC binaire (category),Cont - L - Std,Default - L - Std,DorsAttn - L - Std,Limbic - L - Std,SalVentAttn - L - Std,SomMot - L - Std,Vis - L - Std,Cont - R - Std,Default - R - Std,DorsAttn - R - Std,Limbic - R - Std,SalVentAttn - R - Std,SomMot - R - Std,Vis - R - Std,Cont - Asym - Std,Default - Asym - Std,DorsAttn - Asym - Std,Limbic - Asym - Std,SalVentAttn - Asym - Std,SomMot - Asym - Std,Vis - Asym - Std,Cont - G2 - Std - L,Cont - G2 - Std - R,Cont - G2 - Std - Asym,Default - G2 - Std - L,Default - G2 - Std - R,Default - G2 - Std - Asym,DorsAttn - G2 - Std - L,DorsAttn - G2 - Std - R,DorsAttn - G2 - Std - Asym,Limbic - G2 - Std - L,Limbic - G2 - Std - R,Limbic - G2 - Std - Asym,SalVentAttn - G2 - Std - L,SalVentAttn - G2 - Std - R,SalVentAttn - G2 - Std - Asym,SomMot - G2 - Std - L,SomMot - G2 - Std - R,SomMot - G2 - Std - Asym,Vis - G2 - Std - L,Vis - G2 - Std - R,Vis - G2 - Std - Asym,Cont - G3 - R - Std,Cont - G3 - L - Std,Cont - G3 - asym - Std,Default - G3 - R - Std,Default - G3 - L - Std,Default - G3 - asym - Std,DorsAttn - G3 - R - Std,DorsAttn - G3 - L - Std,DorsAttn - G3 - asym - Std,Limbic - G3 - R - Std,Limbic - G3 - L - Std,Limbic - G3 - asym - Std,SalVentAttn - G3 - R - Std,SalVentAttn - G3 - L - Std,SalVentAttn - G3 - asym - Std,SomMot - G3 - R - Std,SomMot - G3 - L - Std,SomMot - G3 - asym - Std,Vis - G3 - R - Std,Vis - G3 - L - Std,Vis - G3 - asym - Std
8745,mild_typical,Typical,55.48,82.33,34.79,66.94,29.55,19.37,12.36,61.34,75.02,30.28,62.54,23.84,21.99,11.82,-5.86,7.32,4.51,4.40,5.71,-2.63,0.54,43.65,48.22,-4.57,52.34,50.93,1.41,45.17,38.00,7.17,49.05,50.75,-1.70,19.06,15.27,3.79,9.48,15.07,-5.59,87.59,86.41,1.18,76.983206503,80.152098563,3.1688920599,35.400267081,28.237900005,-7.162367077,78.146611155,72.801297109,-5.345314046,43.127435089,31.180122683,-11.94731241,70.159298861,63.795709193,-6.363589668,30.990449495,32.363477009,1.3730275133,38.449595529,37.099499515,-1.350096014
3002,strong_typical,Typical,65.63,87.83,32.39,76.28,29.67,20.56,17.03,59.63,81.80,26.08,67.55,20.68,20.42,13.45,5.99,6.03,6.31,8.73,8.99,0.14,3.58,48.95,47.90,1.05,54.34,55.65,-1.31,49.32,41.00,8.33,50.11,48.42,1.69,20.23,14.35,5.88,22.05,19.44,2.61,80.24,81.70,-1.46,82.162715663,69.703707851,-12.45900781,32.671297009,25.610519658,-7.060777351,67.788670429,68.630275436,0.8416050066,36.440842529,35.37529152,-1.065551009,64.58778803,60.675249605,-3.912538424,40.276733967,40.411328847,0.1345948799,34.629813459,35.150492845,0.5206793863
5163,strong_typical,Typical,64.62,78.87,28.04,64.95,27.23,10.78,13.85,72.76,79.59,27.57,66.30,28.04,11.07,12.59,-8.14,-0.72,0.47,-1.35,-0.81,-0.28,1.27,47.30,48.42,-1.12,48.20,48.56,-0.36,46.07,36.03,10.03,44.43,40.60,3.83,21.27,17.83,3.44,11.69,7.43,4.26,74.72,72.33,2.39,70.54502235,71.990180415,1.4451580649,34.906835684,26.521907328,-8.384928356,64.785787385,55.85215558,-8.933631805,26.796607301,30.953882526,4.1572752247,57.576812231,54.346056645,-3.230755586,21.692761584,20.254278177,-1.438483407,31.833143042,31.632438398,-0.200704644
5940,Atypical,Atypical,73.36,78.80,23.40,63.46,45.95,12.74,13.04,82.36,78.96,32.34,56.95,51.17,12.40,11.70,-9.00,-0.17,-8.94,6.51,-5.21,0.34,1.34,48.52,49.22,-0.70,55.24,54.30,0.94,57.68,60.94,-3.26,54.30,57.13,-2.84,29.57,26.64,2.94,15.67,17.17,-1.49,82.97,84.64,-1.67,74.080213656,74.648330331,0.5681166755,30.584796293,32.355334979,1.7705386868,52.792987568,38.160512877,-14.63247469,28.375288162,26.173654039,-2.201634122,56.508051918,50.191845884,-6.316206034,15.097096769,14.178013349,-0.91908342,24.636644416,22.786249701,-1.850394714
1890,strong_typical,Typical,77.98,81.06,44.35,63.74,42.18,16.70,18.26,80.90,76.66,28.92,65.67,39.46,15.81,12.49,-2.92,4.40,15.43,-1.92,2.71,0.90,5.77,53.47,55.99,-2.52,54.51,52.66,1.84,53.36,60.27,-6.90,54.82,50.18,4.64,24.80,27.36,-2.56,17.52,19.65,-2.13,81.53,83.56,-2.03,83.628589214,79.934316162,-3.694273052,38.547769799,35.243476833,-3.304292967,56.293000599,54.287995853,-2.005004746,35.687256695,32.284819143,-3.402437552,46.261956002,48.217053378,1.9550973768,10.624715501,11.636475448,1.0117599473,25.321204308,28.530673225,3.2094689171
3781,mild_typical,Typical,59.88,75.07,30.38,65.05,40.28,15.33,15.88,66.17,79.12,31.91,52.90,42.41,17.88,13.56,-6.29,-4.05,-1.53,12.15,-2.13,-2.55,2.32,52.33,54.44,-2.11,51.53,54.77,-3.23,49.47,50.19,-0.72,50.97,53.89,-2.92,30.36,31.11,-0.75,13.72,17.59,-3.87,84.68,84.90,-0.23,69.195194612,77.446832156,8.2516375437,22.877284454,27.030492794,4.1532083402,54.717197491,54.335540566,-0.381656925,34.130678505,24.449409008,-9.681269497,50.877694699,41.078407013,-9.799287686,22.19173672,22.375067022,0.1833303021,30.132736116,31.513649217,1.3809131011
449,strong_typical,Typical,62.53,80.21,38.24,67.28,42.94,22.58,14.43,66.28,80.87,39.20,60.72,43.87,22.58,9.93,-3.75,-0.66,-0.96,6.56,-0.93,0.00,4.50,44.27,43.99,0.28,48.35,51.22,-2.88,46.41,42.11,4.30,45.92,50.92,-5.00,29.46,31.19,-1.73,13.38,18.57,-5.19,83.76,86.76,-3.00,79.698124355,87.774982125,8.0768577694,25.080904787,38.386726986,13.305822199,67.058018422,65.324409874,-1.733608548,30.993364228,33.647803338,2.6544391105,58.941303119,62.726411587,3.7851084688,23.665273322,22.141189998,-1.524083324,27.395917575,33.110973367,5.7150557929
5726,mild_typical,Typical,59.03,73.18,28.67,62.44,28.00,17.20,12.51,73.44,70.96,26.57,51.23,28.05,17.49,11.65,-14.40,2.22,2.10,11.21,-0.05,-0.29,0.86,48.65,54.63,-5.98,54.62,55.98,-1.35,52.40,48.09,4.31,56.34,58.99,-2.65,29.22,28.75,0.47,13.50,11.09,2.41,84.67,85.04,-0.37,65.916655759,70.639376792,4.7227210329,33.910717466,29.00848264,-4.902234827,54.349894798,55.106663745,0.7567689469,33.28081771,27.362021677,-5.918796033,49.753356104,51.454565409,1.7012093056,12.794544257,19.062252583,6.2677083261,26.287887419,27.295021425,1.0071340061
9926,strong_typical,Typical,58.50,77.78,28.59,58.33,34.04,14.05,13.72,66.56,69.21,25.47,49.04,39.06,14.13,10.48,-8.05,8.57,3.12,9.29,-5.02,-0.08,3.25,51.67,54.63,-2.96,53.84,54.43,-0.59,44.49,50.53,-6.04,50.72,45.67,5.05,33.71,41.45,-7.73,14.17,16.90,-2.73,80.13,81.74,-1.61,77.691029291,51.335993475,-26.35503582,36.935218181,25.462113841,-11.47310434,54.069531716,42.807045304,-11.26248641,28.923797017,26.230353981,-2.693443037,62.468278546,39.793585185,-22.67469336,14.372794962,13.455666055,-0.917128907,29.813557088,28.759491016,-1.054066071
3085,mild_typical,Typical,65.98,85.74,36.00,74.76,36.44,12.97,18.73,69.36,84.39,31.67,73.21,35.47,14.08,12.90,-3.38,1.35,4.33,1.55,0.97,-1.11,5.83,51.34,50.27,1.07,57.04,56.15,0.89,46.02,40.31,5.71,55.80,56.77,-0.98,24.65,16.89,7.76,30.08,27.37,2.71,81.26,84.81,-3.54,68.213841911,78.726666213,10.512824302,28.807181229,32.776509106,3.9693278768,65.443903513,70.768521816,5.3246183032,27.385020491,32.864323508,5.4793030172,66.804426075,65.055079727,-1.749346348,23.60000748,23.506701217,-0.093306263,25.945139849,31.330157555,5.3850177062
9263,strong_typical,Typical,48.00,79.52,26.00,66.35,18.15,12.30,19.08,56.16,78.28,25.77,72.77,22.69,13.59,13.62,-8.16,1.24,0.22,-6.42,-4.54,-1.30,5.46,50.02,54.93,-4.92,60.48,62.12,-1.64,46.21,54.55,-8.34,56.01,63.42,-7.41,16.87,23.96,-7.09,11.61,19.29,-7.68,82.90,84.66,-1.77,74.516180656,75.437623077,0.9214424217,25.532513404,25.822327541,0.2898141369,70.123395361,65.384165881,-4.73922948,31.556643156,30.752171202,-0.804471954,54.648097294,52.912388351,-1.735708943,37.468699977,34.326171935,-3.142528043,37.152425981,36.130411092,-1.022014889
1386,strong_typical,Typical,65.54,83.16,28.18,63.81,47.29,20.93,17.07,71.16,82.72,30.59,50.90,50.50,17.84,11.74,-5.62,0.44,-2.40,12.92,-3.21,3.09,5.33,45.24,46.03,-0.80,54.87,55.69,-0.82,47.28,41.29,5.99,60.15,60.71,-0.56,21.46,18.09,3.37,27.13,35.97,-8.84,86.32,87.34,-1.02,77.140612323,76.05981983,-1.080792494,24.681426975,25.084247347,0.4028203723,51.544424474,45.911627487,-5.632796986,20.818397667,17.826432099,-2.991965567,71.659164407,60.330361446,-11.32880296,26.589727711,27.416900021,0.8271723101,21.475718546,23.050189167,1.574470621
9429,mild_typical,Typical,59.08,78.98,27.85,69.02,28.92,15.77,14.89,62.03,77.49,23.21,75.31,18.79,16.15,13.69,-2.95,1.48,4.64,-6.30,10.13,-0.38,1.20,55.43,55.80,-0.37,55.22,55.63,-0.41,41.81,38.77,3.04,51.78,55.87,-4.09,29.88,26.24,3.64,14.69,11.98,2.71,83.17,82.28,0.89,68.17866158,72.067878133,3.8892165526,29.930972549,33.810166314,3.879193766,58.132592762,71.579733287,13.447140525,27.035104724,34.672556041,7.6374513165,49.812722373,52.830744578,3.0180222049,31.564451689,33.277167136,1.7127154472,37.678119928,38.761412955,1.0832930278
5269,mild_typical,Typical,56.44,79.30,30.76,69.96,28.93,22.04,15.14,67.79,81.26,28.19,71.45,26.24,19.57,14.96,-11.35,-1.96,2.57,-1.49,2.69,2.47,0.18,43.47,47.44,-3.96,47.96,50.34,-2.38,33.20,33.33,-0.13,42.53,43.91,-1.38,23.86,22.98,0.88,6.80,8.50,-1.69,80.97,81.74,-0.77,68.490055607,76.459305149,7.9692495413,23.935643554,27.265100038,3.3294564837,68.243887079,60.985790449,-7.258096631,29.259716151,29.253613109,-0.006103042,64.211702101,60.041122503,-4.170579598,31.081731372,26.223791075,-4.857940296,34.86955723,34.273131297,-0.596425933
9853,mild_typical,Typical,68.42,74.69,28.86,47.34,37.94,9.05,10.69,77.05,75.26,28.79,56.18,44.61,12.25,11.65,-8.63,-0.57,0.06,-8.84,-6.67,-3.20,-0.97,46.62,47.50,-0.88,54.86,50.85,4.01,52.72,46.76,5.96,51.62,46.78,4.85,24.75,20.93,3.82,17.79,17.95,-0.15,80.48,81.52,-1.04,85.911520165,64.769878688,-21.14164148,46.121729939,24.902866846,-21.21886309,52.92057193,43.200970974,-9.719600956,29.405992343,25.353883289,-4.052109054,68.449573792,54.871273765,-13.57830003,17.311906042,11.454633903,-5.857272138,27.168684863,25.630205066,-1.538479797
8284,strong_typical,Typical,60.60,80.67,35.42,73.74,33.28,16.88,13.35,63.84,81.69,32.82,73.22,33.18,17.09,11.94,-3.25,-1.02,2.60,0.52,0.11,-0.21,1.41,49.68,48.87,0.81,51.71,52.40,-0.69,37.60,34.30,3.31,49.30,50.06,-0.76,19.65,16.99,2.67,21.22,20.64,0.58,86.10,86.73,-0.62,68.595084227,77.124706633,8.529622406,20.300882371,29.774511122,9.4736287514,64.13944408,63.329052182,-0.810391898,22.088521562,27.892086089,5.8035645273,58.725685446,58.119832674,-0.605852772,28.782792123,28.779670309,-0.003121815,27.988658224,28.139969827,0.1513116034
7285,strong_typical,Typical,62.30,82.68,34.50,73.00,41.13,36.02,15.82,66.67,76.33,32.10,67.45,38.13,33.66,12.41,-4.37,6.35,2.40,5.55,3.00,2.36,3.40,39.57,44.58,-5.01,43.99,46.14,-2.15,44.79,42.36,2.44,41.35,43.92,-2.57,17.38,17.80,-0.41,15.26,17.07,-1.81,85.57,88.97,-3.40,78.638943943,69.917658997,-8.721284946,44.723916563,31.288220858,-13.4356957,72.169273345,71.678490311,-0.490783034,42.183611598,28.36713914,-13.81647246,72.542106442,67.797178637,-4.744927806,32.803389326,29.186437838,-3.616951488,37.507375995,39.102235008,1.5948590126
5652,strong_typical,Typical,62.21,73.76,41.74,56.76,35.72,18.88,19.60,65.47,72.55,38.66,56.80,35.15,21.29,18.94,-3.26,1.22,3.07,-0.04,0.57,-2.42,0.66,50.36,56.63,-6.27,46.96,52.32,-5.36,49.00,57.43,-8.42,36.51,34.29,2.22,19.39,16.69,2.70,13.68,16.04,-2.35,76.22,78.29,-2.07,82.477247698,71.746347848,-10.73089985,43.093643831,36.599598257,-6.494045575,74.333594607,58.840717039,-15.49287757,24.211915557,27.764090747,3.5521751903,53.074472916,52.242379088,-0.832093829,29.641654517,30.064386848,0.4227323304,40.877256312,40.515413181,-0.361843131
7793,mild_typical,Typical,46.76,76.57,34.08,43.63,29.36,8.26,14.86,69.01,77.38,23.19,47.11,28.83,8.64,10.74,-22.25,-0.81,10.89,-3.49,0.53,-0.37,4.13,55.32,57.85,-2.53,59.63,61.49,-1.86,58.59,53.61,4.99,53.97,61.70,-7.73,41.48,38.88,2.61,7.16,9.13,-1.96,88.14,87.47,0.67,65.503131963,69.767793026,4.2646610634,31.300936575,22.629104149,-8.671832425,46.61677665,58.812081669,12.195305018,34.485608356,28.332147653,-6.153460703,51.534593143,42.885296743,-8.6492964,5.5089712302,5.4490115838,-0.059959646,28.789251082,30.859831753,2.0705806711
2909,mild_typical,Typical,61.31,83.72,45.33,67.14,27.73,23.80,20.21,67.51,82.41,33.60,72.33,28.38,23.41,17.59,-6.21,1.30,11.73,-5.19,-0.64,0.39,2.62,50.56,52.79,-2.24,57.77,55.66,2.10,49.71,37.64,12.07,49.31,51.09,-1.78,17.79,16.90,0.89,29.44,27.64,1.80,83.31,82.66,0.65,70.459784827,77.435377586,6.9755927595,28.150869204,32.696149731,4.5452805266,68.225626902,73.414036929,5.1884100265,29.106149159,39.00961817,9.9034690114,59.124402985,58.680533547,-0.443869438,30.753608132,32.01059612,1.2569879882,29.301005406,31.347040964,2.0460355575
4732,mild_typical,Typical,58.76,84.52,27.05,60.74,34.70,13.68,11.84,71.85,78.80,20.00,56.22,32.49,13.05,9.30,-13.09,5.72,7.05,4.52,2.21,0.63,2.54,48.93,52.91,-3.98,58.95,58.43,0.51,53.19,51.61,1.58,55.40,47.39,8.01,40.79,36.06,4.73,18.64,17.58,1.05,82.20,81.52,0.68,66.968702672,73.207066786,6.2383641139,26.883496273,24.442333491,-2.441162782,57.282213485,55.747729596,-1.534483889,32.563553016,32.67326759,0.1097145739,61.430847128,58.847219724,-2.583627404,8.7659181229,13.765495453,4.9995773303,28.663198856,32.124119478,3.4609206222
1055,Atypical,Atypical,65.29,77.30,35.55,57.60,33.77,14.12,30.63,70.68,80.96,39.73,65.38,41.08,9.75,31.50,-5.39,-3.65,-4.18,-7.78,-7.31,4.37,-0.87,67.24,74.29,-7.05,71.65,73.26,-1.61,50.39,60.77,-10.38,61.00,66.72,-5.71,25.78,35.34,-9.56,21.05,25.43,-4.38,74.20,75.02,-0.83,75.340721884,72.341908214,-2.99881367,26.4499563,34.67787704,8.2279207401,64.900214911,65.450710815,0.5504959039,32.861232665,40.873034505,8.0118018405,45.275884754,48.7319726,3.4560878459,22.230342928,23.594474703,1.3641317744,29.573623077,33.621619616,4.0479965386
7685,mild_typical,Typical,66.39,73.00,38.67,50.57,27.18,9.84,11.71,75.64,75.49,31.53,59.58,28.10,12.10,9.24,-9.25,-2.49,7.15,-9.01,-0.92,-2.26,2.47,49.61,50.27,-0.66,54.33,51.69,2.64,47.50,39.77,7.73,43.56,42.34,1.22,20.79,18.24,2.54,11.91,12.88,-0.97,81.37,78.14,3.23,72.286250732,76.924789224,4.6385384923,27.907504627,26.250005828,-1.657498799,50.779320798,53.150512235,2.3711914366,24.681332752,26.703386235,2.0220534834,57.671054981,51.089155404,-6.581899577,18.614069033,17.791405103,-0.82266393,24.12181261,25.117106825,0.9952942151
5975,Atypical,Atypical,60.74,67.70,24.49,52.12,33.40,14.29,12.03,74.63,69.60,30.23,56.52,36.97,15.24,9.62,-13.89,-1.90,-5.74,-4.40,-3.57,-0.95,2.41,49.51,54.68,-5.16,51.63,53.76,-2.13,47.96,39.79,8.16,54.79,61.17,-6.38,26.43,21.74,4.69,22.56,17.12,5.44,84.75,85.97,-1.22,50.23731904,73.186256659,22.94893762,26.601560285,43.903434345,17.30187406,61.068890201,50.636868579,-10.43202162,24.849052081,24.309526133,-0.539525948,51.561308897,59.863872667,8.3025637698,23.696550489,22.121536404,-1.575014085,22.454150976,22.234761111,-0.219389864
1050,Atypical,Atypical,69.25,66.64,40.12,59.45,28.78,8.00,14.89,74.21,64.07,34.65,51.73,26.66,9.34,13.77,-4.96,2.58,5.47,7.73,2.12,-1.33,1.12,54.19,55.76,-1.56,55.90,52.01,3.89,44.61,38.97,5.64,48.67,51.64,-2.96,28.22,26.47,1.76,5.48,7.90,-2.43,82.10,79.63,2.47,63.531851215,77.46228525,13.930434035,20.386870426,42.569426413,22.182555986,41.555395008,53.353503833,11.798108825,22.26341897,29.338408901,7.074989931,39.47422921,43.726307486,4.2520782756,18.571218758,20.802337045,2.2311182872,28.677906989,29.003833865,0.3259268753
6931,strong_typical,Typical,57.24,84.64,32.44,74.24,35.41,19.53,11.82,68.27,81.76,22.69,79.10,40.81,19.72,8.95,-11.03,2.88,9.75,-4.86,-5.40,-0.19,2.87,40.53,45.69,-5.16,45.29,48.77,-3.47,35.37,30.95,4.42,45.43,44.53,0.90,25.29,26.59,-1.30,3.85,6.81,-2.97,87.20,86.71,0.48,79.097469722,79.958107827,0.8606381053,38.450972429,25.662066585,-12.78890584,62.387465956,69.687223431,7.2997574745,28.903904662,28.379445516,-0.524459146,66.755320486,60.003605204,-6.751715282,30.680730306,29.796993006,-0.883737299,35.908124184,36.917027517,1.0089033327
5572,strong_typical,Typical,63.61,67.23,17.23,48.17,21.07,11.23,7.48,67.76,72.52,17.02,48.63,27.76,11.95,7.50,-4.16,-5.29,0.21,-0.46,-6.69,-0.72,-0.03,55.13,56.04,-0.90,55.59,54.66,0.93,48.96,52.07,-3.10,53.48,49.54,3.94,21.23,16.99,4.24,15.73,18.35,-2.62,87.00,83.94,3.06,74.098861311,66.001774227,-8.097087084,32.437504881,31.202090273,-1.235414608,55.899397128,51.68357965,-4.215817478,33.308560932,37.243889234,3.9353283021,52.765552564,51.75258428,-1.012968283,28.865948459,28.652795434,-0.213153025,36.487711795,35.505879217,-0.981832578
3606,strong_typical,Typical,72.08,74.69,30.79,66.37,43.61,12.66,14.10,77.91,76.62,32.82,62.61,35.91,12.12,9.47,-5.83,-1.94,-2.03,3.76,7.70,0.54,4.63,50.16,52.29,-2.13,53.42,54.62,-1.20,54.37,51.26,3.11,46.88,48.84,-1.95,35.10,29.70,5.39,10.31,14.40,-4.09,82.66,85.57,-2.91,79.893157123,78.892607461,-1.000549662,40.356623956,39.838369942,-0.518254013,54.68974826,51.720761229,-2.968987031,37.197441563,33.557329043,-3.640112521,52.235218533,51.975811197,-0.259407335,22.579407896,22.117653132,-0.461754764,35.228121422,34.869526757,-0.358594665
5400,strong_typical,Typical,70.57,80.58,36.47,52.47,37.81,12.86,14.33,78.76,70.94,32.22,47.42,36.02,13.41,13.79,-8.19,9.63,4.25,5.06,1.79,-0.55,0.54,47.54,50.51,-2.97,53.04,51.80,1.25,42.35,39.47,2.87,48.70,49.45,-0.75,27.87,22.78,5.08,10.88,14.72,-3.84,81.77,78.28,3.49,82.53630154,76.872763766,-5.663537774,35.56919787,33.944140544,-1.625057326,51.925293926,47.378476031,-4.546817895,37.515363001,27.34799267,-10.16737033,52.711841676,45.756264627,-6.955577049,20.379654314,19.945471231,-0.434183083,29.240286471,28.726592454,-0.513694017
8940,mild_typical,Typical,71.66,78.00,33.25,59.87,26.73,9.46,19.30,69.21,70.22,36.41,49.13,22.31,7.55,16.93,2.45,7.78,-3.15,10.74,4.42,1.91,2.37,59.07,59.85,-0.79,59.11,54.46,4.65,60.98,68.85,-7.87,52.56,43.55,9.02,28.07,29.21,-1.14,24.57,28.89,-4.32,63.34,63.55,-0.21,69.677456751,76.586646489,6.9091897376,28.541001715,36.357909562,7.8169078473,66.310755026,59.906081609,-6.404673417,27.223955073,32.716802283,5.4928472096,39.420100803,41.029994458,1.6098936555,15.503869356,14.575433925,-0.928435432,33.721789746,34.118632518,0.3968427726
1612,Atypical,Atypical,72.93,74.84,38.21,48.07,30.76,9.55,13.26,84.43,62.84,26.53,40.38,27.26,7.63,13.01,-11.50,12.00,11.68,7.70,3.51,1.92,0.25,52.10,57.49,-5.40,57.07,52.17,4.90,43.91,48.22,-4.31,51.65,51.07,0.58,17.12,18.13,-1.01,22.38,26.92,-4.53,80.92,81.13,-0.21,71.964707964,83.893904257,11.929196293,27.994082959,47.053309615,19.059226656,48.957422867,59.215586333,10.258163466,31.299561167,34.722041353,3.422480186,38.027240067,49.803760671,11.776520604,16.444997617,20.531607676,4.0866100587,25.795735488,24.675327084,-1.120408404
9133,strong_typical,Typical,58.62,69.92,25.30,52.17,29.14,15.36,6.92,63.75,66.88,15.50,40.73,34.44,15.01,7.37,-5.13,3.04,9.80,11.44,-5.30,0.35,-0.45,51.90,46.28,5.61,55.91,57.10,-1.18,60.97,52.79,8.18,49.90,49.28,0.62,26.70,26.36,0.34,8.95,12.01,-3.06,90.56,88.49,2.07,75.106138606,62.496015724,-12.61012288,34.681090018,29.120739981,-5.560350036,41.841393167,40.963298236,-0.878094931,40.015179311,30.40490126,-9.610278051,67.017798802,57.090551226,-9.927247576,19.021451054,20.345298006,1.3238469522,31.512591968,32.615848523,1.1032565543
8965,mild_typical,Typical,52.79,81.17,32.07,64.34,22.39,12.34,21.20,75.84,85.70,28.59,78.95,28.15,13.08,17.34,-23.05,-4.53,3.48,-14.61,-5.75,-0.74,3.86,52.23,59.44,-7.21,58.09,60.98,-2.89,53.43,42.62,10.81,54.09,58.91,-4.82,21.45,25.28,-3.83,7.08,10.81,-3.73,84.05,85.15,-1.10,70.938080103,70.173701078,-0.764379025,35.958979526,26.310539006,-9.64844052,67.526129303,64.660819366,-2.865309937,45.694464154,34.694519984,-10.99994417,60.149387697,55.540941169,-4.608446528,35.006937547,32.927914433,-2.079023114,40.474449485,39.338566566,-1.135882919
2917,mild_typical,Typical,64.34,76.54,27.00,61.23,39.41,16.03,20.26,76.54,71.91,21.18,52.71,29.86,16.58,17.09,-12.21,4.62,5.82,8.52,9.55,-0.55,3.16,50.06,54.23,-4.17,58.95,59.40,-0.45,56.56,60.11,-3.55,53.36,49.38,3.98,31.04,33.26,-2.22,17.75,17.61,0.14,80.40,81.42,-1.02,68.317509186,66.66890794,-1.648601246,32.494889263,34.94442633,2.449537067,46.442215356,53.741526046,7.2993106899,32.710259288,34.360386823,1.6501275347,51.534033282,63.477953098,11.943919816,14.372781094,13.335372842,-1.037408252,28.380405715,30.839532707,2.4591269925
6743,mild_typical,Typical,60.63,71.75,27.07,46.56,32.94,12.88,13.81,64.32,65.87,24.02,42.49,31.78,13.92,11.13,-3.69,5.88,3.05,4.07,1.16,-1.03,2.68,53.31,53.83,-0.51,59.60,57.95,1.64,66.69,63.18,3.51,54.52,46.45,8.07,25.24,21.14,4.10,28.34,22.51,5.82,80.88,80.11,0.78,68.544146083,72.374288884,3.8301428007,28.437162492,32.892024768,4.4548622767,43.703359142,46.522142737,2.8187835949,35.360078018,35.359997603,-0.000080415,50.627547732,51.008238542,0.3806908103,10.689782043,12.027792402,1.3380103591,26.816752469,30.20727587,3.390523401
2949,strong_typical,Typical,65.36,85.21,44.71,72.11,38.68,18.88,15.62,63.73,77.83,42.52,56.11,31.08,20.83,13.33,1.63,7.38,2.20,15.99,7.60,-1.95,2.29,45.23,46.39,-1.17,52.66,53.15,-0.49,46.46,38.82,7.64,47.87,48.60,-0.73,24.46,23.65,0.80,8.13,12.94,-4.80,83.23,85.15,-1.92,75.655044627,67.346630534,-8.308414093,30.67652824,21.212291711,-9.464236529,60.182230083,51.316105944,-8.86612414,37.090948863,21.774112976,-15.31683589,52.944507273,46.81788565,-6.126621622,28.829815371,25.853388079,-2.976427292,26.097963194,25.697397773,-0.400565421
2994,strong_typical,Typical,56.62,64.98,28.47,55.15,28.02,11.49,14.91,59.11,63.66,27.67,42.71,33.30,15.16,9.98,-2.49,1.31,0.80,12.44,-5.28,-3.67,4.93,57.80,62.01,-4.21,53.51,53.18,0.33,60.01,67.98,-7.97,54.96,42.43,12.53,21.57,26.49,-4.92,8.72,17.66,-8.94,85.14,85.43,-0.29,73.549668242,64.275035879,-9.274632363,25.195454157,21.905203565,-3.290250591,51.309700993,45.090207409,-6.219493584,21.612915829,26.018278759,4.4053629293,31.921590339,24.610353556,-7.311236783,15.673920039,13.582022992,-2.091897046,32.570402513,33.554041586,0.983639073
3004,mild_typical,Typical,52.65,83.12,30.43,75.34,34.01,24.26,16.73,70.83,83.19,26.60,78.99,34.42,24.53,16.24,-18.18,-0.07,3.82,-3.65,-0.40,-0.27,0.48,41.73,46.28,-4.55,50.43,51.95,-1.52,38.22,34.31,3.91,49.34,51.27,-1.94,19.19,17.97,1.22,15.80,22.75,-6.95,83.21,84.29,-1.08,66.936533715,77.557896173,10.621362458,21.876868852,30.897989445,9.0211205929,72.899511189,70.402819876,-2.496691314,29.219114547,31.921664575,2.7025500279,57.347059404,57.922656474,0.57559707,47.302171213,42.352843283,-4.94932793,33.324041413,35.369366657,2.045325244
6898,mild_typical,Typical,50.82,83.80,29.70,79.29,28.08,20.42,19.91,54.43,82.74,28.19,72.01,22.61,20.63,17.48,-3.62,1.06,1.51,7.28,5.47,-0.21,2.43,46.25,46.47,-0.22,53.39,54.88,-1.49,40.88,38.44,2.44,50.09,50.22,-0.13,23.59,22.80,0.78,14.05,16.02,-1.97,80.32,81.97,-1.65,75.794612152,75.251568178,-0.543043974,25.829878948,27.435517323,1.6056383749,78.093969728,77.296134583,-0.797835145,36.122453156,23.534945344,-12.58750781,65.740324874,63.993415721,-1.746909153,40.48291853,36.021926813,-4.460991718,39.022816561,42.372143923,3.3493273615
6777,mild_typical,Typical,73.87,67.21,25.02,42.91,23.32,7.48,14.50,72.93,57.01,22.16,38.19,27.42,6.95,12.10,0.93,10.19,2.86,4.72,-4.11,0.53,2.39,48.86,49.66,-0.80,56.27,64.12,-7.86,38.65,31.23,7.42,53.84,53.40,0.44,19.09,20.37,-1.29,20.97,28.77,-7.80,81.39,80.65,0.74,81.352197357,78.845619767,-2.506577591,35.087520734,35.633469903,0.5459491691,57.352448477,56.597237875,-0.755210602,39.320974117,35.158069743,-4.162904374,57.350686904,58.83640866,1.4857217567,22.962619225,29.682495965,6.7198767394,22.131434282,24.683832819,2.552398537
